point_id,num_observations,num_breaks,break_dates,time_span_years,status
1413293,545,0,,36.903490759753595,no_breaks_detected
1413294,530,-1,,0.0,error: S-CCD function fails for pos = 1 
1413295,532,0,,36.40246406570842,no_breaks_detected
1413296,304,0,,36.50924024640657,no_breaks_detected
1413298,271,-1,,0.0,error: S-CCD function fails for pos = 1 
1413307,467,0,,36.59958932238193,no_breaks_detected
1413310,296,-1,,0.0,error: S-CCD function fails for pos = 1 
1413311,358,0,,36.577686516084874,no_breaks_detected
1413312,261,0,,36.290212183436005,no_breaks_detected
1413315,390,-1,,0.0,error: S-CCD function fails for pos = 1 
1413316,333,0,,36.421629021218344,no_breaks_detected
1413318,277,0,,36.421629021218344,no_breaks_detected
1413319,524,0,,36.40246406570842,no_breaks_detected
1413321,340,0,,36.49007529089665,no_breaks_detected
1413327,362,0,,36.577686516084874,no_breaks_detected
1413328,309,0,,36.50924024640657,no_breaks_detected
1413330,393,-1,,0.0,error: S-CCD function fails for pos = 1 
1413332,589,-1,,0.0,error: S-CCD function fails for pos = 1 
1413337,451,0,,36.577686516084874,no_breaks_detected
1413343,561,-1,,0.0,error: S-CCD function fails for pos = 1 
1413345,529,-1,,0.0,error: S-CCD function fails for pos = 1 
1413346,555,0,,36.903490759753595,no_breaks_detected
1413352,307,0,,36.290212183436005,no_breaks_detected
1413353,588,-1,,0.0,error: S-CCD function fails for pos = 1 
1413354,485,0,,36.903490759753595,no_breaks_detected
1413355,587,0,,36.903490759753595,no_breaks_detected
1413357,506,-1,,0.0,error: S-CCD function fails for pos = 1 
1413360,389,0,,36.421629021218344,no_breaks_detected
1413361,541,-1,,0.0,error: S-CCD function fails for pos = 1 
1413363,539,0,,36.59958932238193,no_breaks_detected
1413364,553,-1,,0.0,error: S-CCD function fails for pos = 1 
1413365,529,0,,36.903490759753595,no_breaks_detected
1413368,322,0,,36.290212183436005,no_breaks_detected
1413370,284,0,,36.50924024640657,no_breaks_detected
1413371,567,0,,36.903490759753595,no_breaks_detected
1413372,451,-1,,0.0,error: S-CCD function fails for pos = 1 
1413373,262,-1,,0.0,error: S-CCD function fails for pos = 1 
1413381,380,-1,,0.0,error: S-CCD function fails for pos = 1 
1413382,468,-1,,0.0,error: S-CCD function fails for pos = 1 
1413384,436,0,,36.72826830937714,no_breaks_detected
1413385,566,-1,,0.0,error: S-CCD function fails for pos = 1 
1413387,512,0,,36.903490759753595,no_breaks_detected
1413390,320,-1,,0.0,error: S-CCD function fails for pos = 1 
1413394,508,-1,,0.0,error: S-CCD function fails for pos = 1 
1413395,568,0,,36.903490759753595,no_breaks_detected
1413404,444,-1,,0.0,error: S-CCD function fails for pos = 1 
1413407,538,0,,36.62149212867899,no_breaks_detected
1413410,531,0,,36.46543463381246,no_breaks_detected
1413416,482,0,,36.40246406570842,no_breaks_detected
1413418,599,0,,36.903490759753595,no_breaks_detected
1413423,525,0,,36.53388090349076,no_breaks_detected
1413426,422,-1,,0.0,error: S-CCD function fails for pos = 1 
1413427,561,0,,36.903490759753595,no_breaks_detected
1413431,401,0,,36.421629021218344,no_breaks_detected
1413432,530,-1,,0.0,error: S-CCD function fails for pos = 1 
1413433,402,-1,,0.0,error: S-CCD function fails for pos = 1 
1413435,455,0,,36.72826830937714,no_breaks_detected
1413440,329,0,,36.290212183436005,no_breaks_detected
1413444,529,0,,36.46543463381246,no_breaks_detected
1413446,307,0,,36.290212183436005,no_breaks_detected
1413449,536,-1,,0.0,error: S-CCD function fails for pos = 1 
1413450,490,-1,,0.0,error: S-CCD function fails for pos = 1 
1413451,492,0,,36.903490759753595,no_breaks_detected
1413452,280,0,,36.290212183436005,no_breaks_detected
1413453,494,-1,,0.0,error: S-CCD function fails for pos = 1 
1413454,507,0,,36.53388090349076,no_breaks_detected
1413461,535,0,,36.772073921971256,no_breaks_detected
1413462,555,-1,,0.0,error: S-CCD function fails for pos = 1 
1413464,380,0,,36.35318275154004,no_breaks_detected
1413465,442,0,,36.903490759753595,no_breaks_detected
1413467,474,0,,36.421629021218344,no_breaks_detected
1413472,457,-1,,0.0,error: S-CCD function fails for pos = 1 
1413473,600,0,,36.903490759753595,no_breaks_detected
1413475,531,0,,36.903490759753595,no_breaks_detected
1413477,446,-1,,0.0,error: S-CCD function fails for pos = 1 
1413478,270,0,,36.290212183436005,no_breaks_detected
1413479,435,-1,,0.0,error: S-CCD function fails for pos = 1 
1413480,442,0,,36.903490759753595,no_breaks_detected
1413481,603,0,,36.903490759753595,no_breaks_detected
1413486,284,0,,36.290212183436005,no_breaks_detected
1413488,529,-1,,0.0,error: S-CCD function fails for pos = 1 
1413499,593,-1,,0.0,error: S-CCD function fails for pos = 1 
1413500,502,0,,36.772073921971256,no_breaks_detected
1413502,435,0,,36.421629021218344,no_breaks_detected
1413504,519,-1,,0.0,error: S-CCD function fails for pos = 1 
1413506,306,0,,36.33401779603012,no_breaks_detected
1413507,321,0,,36.290212183436005,no_breaks_detected
1413509,574,-1,,0.0,error: S-CCD function fails for pos = 1 
1413510,270,0,,36.290212183436005,no_breaks_detected
1413512,488,-1,,0.0,error: S-CCD function fails for pos = 1 
1413516,468,-1,,0.0,error: S-CCD function fails for pos = 1 
1413520,525,-1,,0.0,error: S-CCD function fails for pos = 1 
1413521,309,0,,36.290212183436005,no_breaks_detected
1413523,504,-1,,0.0,error: S-CCD function fails for pos = 1 
1413526,548,-1,,0.0,error: S-CCD function fails for pos = 1 
1413527,283,0,,36.50924024640657,no_breaks_detected
1413529,494,-1,,0.0,error: S-CCD function fails for pos = 1 
1413531,493,0,,36.72826830937714,no_breaks_detected
1413532,272,0,,36.50924024640657,no_breaks_detected
1413533,449,0,,36.903490759753595,no_breaks_detected
1413535,573,0,,36.46543463381246,no_breaks_detected
1413540,521,-1,,0.0,error: S-CCD function fails for pos = 1 
1413545,530,0,,36.903490759753595,no_breaks_detected
1413546,516,0,,36.903490759753595,no_breaks_detected
1413547,532,0,,36.46543463381246,no_breaks_detected
1413548,546,0,,36.64065708418891,no_breaks_detected
1413550,419,0,,36.421629021218344,no_breaks_detected
1413552,466,-1,,0.0,error: S-CCD function fails for pos = 1 
1413554,359,0,,36.577686516084874,no_breaks_detected
1413555,528,-1,,0.0,error: S-CCD function fails for pos = 1 
1413556,474,0,,36.903490759753595,no_breaks_detected
