fid_index,matched_fields,common_name,species,species_simp
1900928,common_name;species_simp,Fruit,Unknown,Fruit
1900929,common_name;species_simp,Fruit,Unknown,Fruit
1900930,common_name;species_simp,Fruit,Unknown,Fruit
1900931,common_name;species_simp,Fruit,Unknown,Fruit
1901570,common_name;species_simp,Fruit,Unknown,Fruit
1901571,common_name;species_simp,Fruit,Unknown,Fruit
1901572,common_name;species_simp,Fruit,Unknown,Fruit
1902807,common_name;species_simp,Fruit,Unknown,Fruit
1903477,common_name;species_simp,Fruit,Unknown,Fruit
1903478,common_name;species_simp,Fruit,Unknown,Fruit
1903479,common_name;species_simp,Fruit,Unknown,Fruit
1903493,common_name;species_simp,Fruit,Unknown,Fruit
1903494,common_name;species_simp,Fruit,Unknown,Fruit
1917712,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917713,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917714,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917715,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917716,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917717,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917718,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917719,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917720,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917721,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917722,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917723,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917724,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917725,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917726,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917727,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917728,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917729,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917730,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917731,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917732,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917733,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917734,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917735,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917736,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917737,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917738,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917739,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917740,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1917741,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1919060,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1919061,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1919062,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1919063,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1919064,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1919065,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1919066,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1919067,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1919068,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1919069,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1919070,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1925780,species_simp,Coconut Palm,Cocos nucifera,Fruit
1925781,species_simp,Coconut Palm,Cocos nucifera,Fruit
1925782,species_simp,Coconut Palm,Cocos nucifera,Fruit
1925783,species_simp,Coconut Palm,Cocos nucifera,Fruit
1925784,species_simp,Coconut Palm,Cocos nucifera,Fruit
1925785,species_simp,Coconut Palm,Cocos nucifera,Fruit
1925786,species_simp,Coconut Palm,Cocos nucifera,Fruit
1926344,species_simp,Areca Palm,Areca sp.,Fruit
1926345,species_simp,Areca Palm,Areca sp.,Fruit
1926346,species_simp,Areca Palm,Areca sp.,Fruit
1941714,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1941715,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1941716,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1941717,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1941718,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1941719,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1941720,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1941721,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1941792,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1941793,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1941794,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1941795,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1941796,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1941797,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1941798,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1941799,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1941800,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1941801,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1941802,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1941803,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1941804,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1941805,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1941806,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1941807,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1942736,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1942737,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1942806,common_name;species_simp,"Fruit, Areca Palm","Unknown, Areca sp.",Fruit Mix
1942807,common_name;species_simp,"Fruit, Areca Palm","Unknown, Areca sp.",Fruit Mix
1942808,common_name;species_simp,"Fruit, Areca Palm","Unknown, Areca sp.",Fruit Mix
1942809,common_name;species_simp,"Fruit, Areca Palm","Unknown, Areca sp.",Fruit Mix
1943535,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943536,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943537,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943538,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943539,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943540,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943541,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943542,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943543,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943544,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943545,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943546,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943547,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943548,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943549,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943565,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943566,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943567,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943568,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943569,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943570,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943571,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943572,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1943573,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943574,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943575,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943576,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943577,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943578,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943579,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943580,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943581,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943582,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943583,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943584,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943585,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943586,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943587,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943588,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943589,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943590,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943591,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943592,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943593,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943594,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943595,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943596,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943597,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1943665,species_simp,Areca Palm,Areca sp.,Fruit
1943666,species_simp,Areca Palm,Areca sp.,Fruit
1943667,species_simp,Areca Palm,Areca sp.,Fruit
1943668,species_simp,Areca Palm,Areca sp.,Fruit
1943669,species_simp,Areca Palm,Areca sp.,Fruit
1943670,species_simp,Areca Palm,Areca sp.,Fruit
1943671,species_simp,Areca Palm,Areca sp.,Fruit
1943672,species_simp,Areca Palm,Areca sp.,Fruit
1943673,species_simp,Areca Palm,Areca sp.,Fruit
1943674,species_simp,Areca Palm,Areca sp.,Fruit
1943675,species_simp,Areca Palm,Areca sp.,Fruit
1943676,species_simp,Areca Palm,Areca sp.,Fruit
1943677,species_simp,Areca Palm,Areca sp.,Fruit
1945441,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1945442,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1945443,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1945444,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1945445,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1945446,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1945447,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1945448,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1945449,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1945450,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1945451,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1945452,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1945453,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1945454,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1945455,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945456,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945457,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945458,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945459,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945460,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945461,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945462,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945463,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945464,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945465,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945466,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945467,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945468,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945469,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945470,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945471,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945472,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945473,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945474,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945475,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1945476,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1949185,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1949186,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1949187,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1949188,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1949189,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1949190,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1949191,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1949192,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1949193,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1949194,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1949195,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1949196,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1949197,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1949198,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1949199,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1949200,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1949201,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1949202,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1949203,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1949204,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1949205,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1949206,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1949207,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1949208,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1951600,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1951601,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1951602,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1951603,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1951604,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1951605,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1951606,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
1952044,common_name;species_simp,Fruit,Unknown,Fruit
1952045,common_name;species_simp,Fruit,Unknown,Fruit
1952046,common_name;species_simp,Fruit,Unknown,Fruit
1952047,common_name;species_simp,Fruit,Unknown,Fruit
1952048,common_name;species_simp,Fruit,Unknown,Fruit
1952049,common_name;species_simp,Fruit,Unknown,Fruit
1952050,common_name;species_simp,Fruit,Unknown,Fruit
1952051,common_name;species_simp,Fruit,Unknown,Fruit
1952052,common_name;species_simp,Fruit,Unknown,Fruit
1952053,common_name;species_simp,Fruit,Unknown,Fruit
1952054,common_name;species_simp,Fruit,Unknown,Fruit
1952055,common_name;species_simp,Fruit,Unknown,Fruit
1952056,common_name;species_simp,Fruit,Unknown,Fruit
1952057,common_name;species_simp,Fruit,Unknown,Fruit
1952058,common_name;species_simp,Fruit,Unknown,Fruit
1952059,common_name;species_simp,Fruit,Unknown,Fruit
1952060,common_name;species_simp,Fruit,Unknown,Fruit
1952061,common_name;species_simp,Fruit,Unknown,Fruit
1952062,common_name;species_simp,Fruit,Unknown,Fruit
1952063,common_name;species_simp,Fruit,Unknown,Fruit
1952064,common_name;species_simp,Fruit,Unknown,Fruit
1952065,common_name;species_simp,Fruit,Unknown,Fruit
1952066,common_name;species_simp,Fruit,Unknown,Fruit
1952067,common_name;species_simp,Fruit,Unknown,Fruit
1952068,common_name;species_simp,Fruit,Unknown,Fruit
1952069,common_name;species_simp,Fruit,Unknown,Fruit
1952070,common_name;species_simp,Fruit,Unknown,Fruit
1952071,common_name;species_simp,Fruit,Unknown,Fruit
1952072,common_name;species_simp,Fruit,Unknown,Fruit
1953692,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953693,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953694,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953695,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953696,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953697,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953698,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953699,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953700,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953701,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953702,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953703,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953704,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953705,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953706,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953707,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953708,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953709,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953710,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953711,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953712,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953713,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953714,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953715,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953716,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953717,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953718,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953719,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953720,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953721,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953726,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953727,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953728,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953798,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953799,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953801,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953805,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953843,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
1953851,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953869,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1953870,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1954205,species_simp,Coconut Palm,Cocos nucifera,Fruit
1954210,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1954214,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1954215,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1954258,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1954272,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1954287,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1954293,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1954297,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1954306,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1954350,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1954587,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1954623,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1954768,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1954810,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1955002,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1955088,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1955307,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1955314,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1955373,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
