fid_index,matched_fields,common_name,species,species_simp
1955374,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1955375,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1955376,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1955383,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1955423,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1955468,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1955469,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1955515,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1955531,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1955612,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1955627,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1955783,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1955804,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1955805,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1955806,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1955807,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1955808,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1955809,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1955810,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1955811,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1955812,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1955894,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1956102,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1956103,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1956193,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1956224,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1956225,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1956305,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1956306,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1956343,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1956344,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1956345,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1956346,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1956448,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1956449,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1956450,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1956569,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1956570,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1956571,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1956572,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1956573,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1956585,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1956891,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1956892,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1957224,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1957232,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1957295,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1959737,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1959738,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1959739,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1959740,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1959741,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1959742,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1959957,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1959958,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1959959,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1959960,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1959961,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1959962,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1959974,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1959975,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1959976,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1959977,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1959978,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1960041,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1960042,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1960045,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1960046,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1960047,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1960048,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1960049,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1960099,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1960125,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1960126,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1960140,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1960141,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1960142,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1960304,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1960305,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1960306,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1960307,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1960308,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1960490,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1960491,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1960492,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1960493,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1960641,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1960758,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1960759,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1960766,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1961047,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961048,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961049,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961099,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961260,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961261,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961262,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961263,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961264,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961265,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961266,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961354,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961355,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961356,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961357,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961358,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961359,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961389,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961390,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961391,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961392,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961399,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961535,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961536,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961537,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961538,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961539,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961654,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961655,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961656,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961657,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961658,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961659,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961660,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961661,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1961710,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961937,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961938,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961939,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961940,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961941,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961942,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961943,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961944,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961945,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961946,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961947,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961948,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961949,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961950,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961951,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1961952,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1962219,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1962222,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1962449,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1962598,common_name,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Oil Palm Mix
1962599,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1962600,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1962602,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1962603,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1962605,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1962606,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1962607,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1962608,species_simp,Coconut Palm,Cocos nucifera,Fruit
1962609,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1962611,species_simp,Coconut Palm,Cocos nucifera,Fruit
1962612,common_name;species_simp,Fruit,Unknown,Fruit
1962613,species_simp,Coconut Palm,Cocos nucifera,Fruit
1962614,species_simp,Coconut Palm,Cocos nucifera,Fruit
1962615,species_simp,Coconut Palm,Cocos nucifera,Fruit
1962616,species_simp,Coconut Palm,Cocos nucifera,Fruit
1962617,common_name;species_simp,"Fruit, Areca Palm","Unknown, Areca sp.",Fruit Mix
1962618,species_simp,Coconut Palm,Cocos nucifera,Fruit
1962619,species_simp,Coconut Palm,Cocos nucifera,Fruit
1962620,species_simp,Areca Palm,Areca sp.,Fruit
1962621,species_simp,Areca Palm,Areca sp.,Fruit
1962622,species_simp,Areca Palm,Areca sp.,Fruit
1962649,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
1962654,species_simp,Coconut Palm,Cocos nucifera,Fruit
1962657,species_simp,Coconut Palm,Cocos nucifera,Fruit
1962658,species_simp,Coconut Palm,Cocos nucifera,Fruit
1962659,species_simp,Coconut Palm,Cocos nucifera,Fruit
1962677,species_simp,Coconut Palm,Cocos nucifera,Fruit
1962698,species_simp,Coconut Palm,Cocos nucifera,Fruit
1962700,species_simp,Areca Palm,Areca sp.,Fruit
1962746,species_simp,Areca Palm,Areca sp.,Fruit
1962774,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1962781,common_name;species_simp,Fruit,Unknown,Fruit
1962782,common_name;species_simp,Fruit,Unknown,Fruit
1962784,species_simp,Coconut Palm,Cocos nucifera,Fruit
1962786,common_name;species_simp,Fruit,Unknown,Fruit
1962787,common_name;species_simp,Fruit,Unknown,Fruit
1962810,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
1962836,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1962837,species_simp,Coconut Palm,Cocos nucifera,Fruit
1962844,species_simp,"Rubber, Areca Palm","Hevea brasiliensis, Areca sp.",Fruit Mix
1962967,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
1963021,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
1963273,species_simp,"Rubber, Areca Palm","Hevea brasiliensis, Areca sp.",Fruit Mix
1963296,common_name;species_simp,Fruit,Unknown,Fruit
1963435,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1963544,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1963628,common_name;species_simp,Fruit,Unknown,Fruit
1964324,common_name;species_simp,Fruit,Unknown,Fruit
1964325,common_name;species_simp,Fruit,Unknown,Fruit
1964326,common_name;species_simp,Fruit,Unknown,Fruit
1964327,common_name;species_simp,Fruit,Unknown,Fruit
1964328,common_name;species_simp,Fruit,Unknown,Fruit
1964395,common_name;species_simp,Fruit,Unknown,Fruit
1964705,common_name;species_simp,Fruit,Unknown,Fruit
1964706,common_name;species_simp,Fruit,Unknown,Fruit
1964707,common_name;species_simp,Fruit,Unknown,Fruit
1964708,common_name;species_simp,Fruit,Unknown,Fruit
1964709,common_name;species_simp,Fruit,Unknown,Fruit
1964710,common_name;species_simp,Fruit,Unknown,Fruit
1964711,common_name;species_simp,Fruit,Unknown,Fruit
1964712,common_name;species_simp,Fruit,Unknown,Fruit
1964713,common_name;species_simp,Fruit,Unknown,Fruit
1964714,common_name;species_simp,Fruit,Unknown,Fruit
1964715,common_name;species_simp,Fruit,Unknown,Fruit
1964716,common_name;species_simp,Fruit,Unknown,Fruit
1964717,common_name;species_simp,Fruit,Unknown,Fruit
1964718,common_name;species_simp,Fruit,Unknown,Fruit
1964719,common_name;species_simp,Fruit,Unknown,Fruit
1964720,common_name;species_simp,Fruit,Unknown,Fruit
1964781,species_simp,"Rubber, Areca Palm","Hevea brasiliensis, Areca sp.",Fruit Mix
1964877,common_name;species_simp,Fruit,Unknown,Fruit
1964941,species_simp,Areca Palm,Areca sp.,Fruit
1964942,species_simp,Areca Palm,Areca sp.,Fruit
1965041,common_name;species_simp,Fruit,Unknown,Fruit
1965042,common_name;species_simp,Fruit,Unknown,Fruit
1965043,common_name;species_simp,Fruit,Unknown,Fruit
1965044,common_name;species_simp,Fruit,Unknown,Fruit
1965045,common_name;species_simp,Fruit,Unknown,Fruit
1965046,common_name;species_simp,Fruit,Unknown,Fruit
1965047,common_name;species_simp,Fruit,Unknown,Fruit
1965048,common_name;species_simp,Fruit,Unknown,Fruit
1965049,common_name;species_simp,Fruit,Unknown,Fruit
1965050,common_name;species_simp,Fruit,Unknown,Fruit
1965051,common_name;species_simp,Fruit,Unknown,Fruit
1965052,common_name;species_simp,Fruit,Unknown,Fruit
1965053,common_name;species_simp,Fruit,Unknown,Fruit
1965054,common_name;species_simp,Fruit,Unknown,Fruit
1965077,common_name;species_simp,Fruit,Unknown,Fruit
1965087,common_name;species_simp,Fruit,Unknown,Fruit
1965088,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1965361,common_name;species_simp,Fruit,Unknown,Fruit
1965411,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1965412,common_name;species_simp,Fruit,Unknown,Fruit
1965555,common_name;species_simp,Fruit,Unknown,Fruit
1965586,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
1966573,common_name;species_simp,Fruit,Unknown,Fruit
1966854,common_name;species_simp,Fruit,Unknown,Fruit
1966855,common_name;species_simp,Fruit,Unknown,Fruit
1966914,common_name;species_simp,Fruit,Unknown,Fruit
1966916,common_name;species_simp,Fruit,Unknown,Fruit
1967545,common_name;species_simp,Fruit,Unknown,Fruit
1967560,common_name;species_simp,Fruit,Unknown,Fruit
1967565,common_name;species_simp,Fruit,Unknown,Fruit
1967614,common_name;species_simp,Fruit,Unknown,Fruit
1967745,common_name;species_simp,Fruit,Unknown,Fruit
1967765,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1967766,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1967767,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1967768,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1967769,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1967770,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1967771,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1967772,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1967773,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1967774,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1967775,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1967776,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1967777,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1967778,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1967779,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
1967780,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
